time,epochTime,requests,peaks
1998-05-01 06:43:42,893997822,8,1302.094
1998-05-01 06:44:29,893997869,14,1451.575
1998-05-01 06:44:30,893997870,7,1427.94
1998-05-01 06:44:58,893997898,7,1426.601
1998-05-01 06:45:05,893997905,15,1240.938
1998-05-01 06:45:32,893997932,4,1227.526
1998-05-01 06:45:40,893997940,17,1564.381
1998-05-01 06:46:38,893997998,5,1376.268
1998-05-01 06:47:17,893998037,6,1288.668
1998-05-01 06:47:34,893998054,11,1423.088
1998-05-01 06:47:58,893998078,9,1430.584
1998-05-01 06:48:46,893998126,7,1457.865
1998-05-01 06:48:54,893998134,16,1326.213
1998-05-01 06:48:56,893998136,14,1285.401
1998-05-01 06:49:46,893998186,13,1446.641
1998-05-01 06:51:36,893998296,19,1331.291
1998-05-01 06:51:37,893998297,13,1421.306
1998-05-01 06:52:30,893998350,12,1469.118
1998-05-01 06:53:05,893998385,14,1341.675
1998-05-01 06:54:54,893998494,11,1284.095
1998-05-01 06:56:11,893998571,13,1350.08
1998-05-01 06:59:44,893998784,15,1291.81
1998-05-01 06:59:46,893998786,14,1242.427
1998-05-01 06:59:58,893998798,18,1345.746
1998-05-01 07:01:01,893998861,6,1307.35
1998-05-01 07:01:25,893998885,12,1415.76
1998-05-01 07:02:17,893998937,8,1281.815
1998-05-01 07:02:25,893998945,7,1281.092
1998-05-01 07:03:13,893998993,1,1419.393
1998-05-01 07:03:18,893998998,3,1273.89
1998-05-01 07:10:34,893999434,11,1451.423
1998-05-01 07:12:37,893999557,8,1952.672
1998-05-01 07:13:24,893999604,19,1405.214
1998-05-01 07:15:16,893999716,4,1368.707
1998-05-01 07:16:21,893999781,11,1692.513
1998-05-01 07:16:57,893999817,4,1428.331
1998-05-01 07:17:29,893999849,10,1320.383
1998-05-01 07:18:53,893999933,29,1450.633
1998-05-01 07:19:17,893999957,23,1990.54
1998-05-01 07:21:12,894000072,24,1273.117
1998-05-01 07:22:35,894000155,18,1238.498
1998-05-01 07:23:28,894000208,11,1431.766
1998-05-01 07:26:09,894000369,12,1367.924
1998-05-01 07:26:37,894000397,13,1500.771
1998-05-01 07:27:04,894000424,13,1473.29
1998-05-01 07:27:37,894000457,12,1455.895
1998-05-01 07:27:39,894000459,12,1292.125
1998-05-01 07:28:41,894000521,4,1674.71
1998-05-01 07:28:50,894000530,8,1296.001
1998-05-01 07:31:21,894000681,6,1277.486
1998-05-01 07:31:22,894000682,4,1277.305
1998-05-01 07:31:35,894000695,9,1726.988
1998-05-01 07:32:12,894000732,2,1391.947
1998-05-01 07:32:43,894000763,8,1278.246
1998-05-01 07:34:08,894000848,10,1277.98
1998-05-01 07:34:27,894000867,7,1488.255
1998-05-01 07:35:29,894000929,4,1391.856
1998-05-01 07:35:41,894000941,4,1273.493
1998-05-01 07:36:12,894000972,8,1428.771
1998-05-01 07:38:11,894001091,8,1416.4
1998-05-01 07:40:28,894001228,6,1352.843
1998-05-01 07:45:33,894001533,24,1368.578
1998-05-01 07:45:57,894001557,5,1274.241
1998-05-01 07:46:01,894001561,8,1422.584
1998-05-01 07:46:10,894001570,13,1304.941
1998-05-01 07:48:56,894001736,5,1276.297
1998-05-01 07:49:16,894001756,11,1441.074
1998-05-01 07:50:17,894001817,5,1274.822
1998-05-01 07:52:18,894001938,4,1276.804
1998-05-01 07:53:27,894002007,20,1518.739
1998-05-01 07:54:12,894002052,9,1332.182
1998-05-01 07:54:42,894002082,6,1281.306
1998-05-01 07:55:21,894002121,6,1355.578
1998-05-01 07:55:24,894002124,8,1272.742
1998-05-01 07:57:27,894002247,6,1278.299
1998-05-01 07:58:40,894002320,4,1947.939
1998-05-01 07:59:19,894002359,6,1700.822
1998-05-01 08:00:35,894002435,3,1341.692
1998-05-01 08:00:38,894002438,9,1249.853
1998-05-01 08:00:39,894002439,5,1387.934
1998-05-01 08:00:43,894002443,6,1335.451
1998-05-01 08:00:55,894002455,5,1343.59
1998-05-01 08:01:05,894002465,8,1342.446
1998-05-01 08:01:41,894002501,4,1324.659
1998-05-01 08:02:57,894002577,8,1974.494
1998-05-01 08:03:11,894002591,13,1296.378
1998-05-01 08:03:12,894002592,6,1464.169
1998-05-01 08:03:52,894002632,7,1299.98
1998-05-01 08:05:23,894002723,8,1274.338
1998-05-01 08:05:31,894002731,8,1273.328
1998-05-01 08:05:40,894002740,4,1275.655
1998-05-01 08:06:17,894002777,5,1279.829
1998-05-01 08:06:42,894002802,7,1359.865
1998-05-01 08:09:32,894002972,3,1288.026
1998-05-01 08:12:33,894003153,11,1319.321
1998-05-01 08:12:36,894003156,13,1446.449
1998-05-01 08:14:27,894003267,14,1361.329
1998-05-01 08:17:04,894003424,19,1293.354
1998-05-01 08:18:44,894003524,4,1275.689
1998-05-01 08:18:57,894003537,9,1435.783
1998-05-01 08:19:25,894003565,9,1420.131
1998-05-01 08:19:33,894003573,9,1315.121
1998-05-01 08:22:08,894003728,8,1449.289
1998-05-01 08:22:19,894003739,5,1276.549
1998-05-01 08:23:22,894003802,21,1493.161
1998-05-01 08:23:37,894003817,14,1302.611
1998-05-01 08:23:54,894003834,20,1460.093
1998-05-01 08:25:13,894003913,27,1506.712
1998-05-01 08:25:20,894003920,16,1373.549
1998-05-01 08:25:41,894003941,22,1352.435
1998-05-01 08:26:19,894003979,9,1455.674
1998-05-01 08:29:05,894004145,29,1485.731
1998-05-01 08:30:01,894004201,17,1310.656
1998-05-01 08:31:09,894004269,5,1297.096
1998-05-01 08:33:53,894004433,8,1292.416
1998-05-01 08:34:32,894004472,15,1320.063
1998-05-01 08:35:13,894004513,22,1490.756
1998-05-01 08:35:21,894004521,13,1419.075
1998-05-01 08:35:32,894004532,8,1284.219
1998-05-01 08:36:18,894004578,21,1311.02
1998-05-01 08:36:40,894004600,6,1965.738
1998-05-01 08:36:56,894004616,11,1293.32
1998-05-01 08:37:02,894004622,8,1277.8
1998-05-01 08:37:50,894004670,10,1324.157
1998-05-01 08:38:00,894004680,11,1338.523
1998-05-01 08:38:45,894004725,14,1451.155
1998-05-01 08:38:59,894004739,24,1469.898
1998-05-01 08:39:32,894004772,7,1963.264
1998-05-01 08:40:53,894004853,15,1429.71
1998-05-01 08:42:03,894004923,8,1290.691
1998-05-01 08:42:30,894004950,11,1457.2
1998-05-01 08:44:20,894005060,23,1363.089
1998-05-01 08:45:23,894005123,8,1318.668
1998-05-01 08:46:15,894005175,19,1320.768
1998-05-01 08:47:05,894005225,11,1378.761
1998-05-01 08:47:12,894005232,11,1427.356
1998-05-01 08:47:20,894005240,17,1312.966
1998-05-01 08:48:27,894005307,20,1400.467
1998-05-01 08:48:39,894005319,16,1340.117
1998-05-01 08:49:02,894005342,14,1177.264
1998-05-01 08:50:43,894005443,18,1516.989
1998-05-01 08:50:47,894005447,15,1451.525
1998-05-01 08:50:58,894005458,22,1332.019
1998-05-01 08:51:19,894005479,8,1429.905
1998-05-01 08:51:24,894005484,12,1439.82
1998-05-01 08:52:50,894005570,9,1331.251
1998-05-01 08:54:04,894005644,20,1352.101
1998-05-01 08:55:01,894005701,16,1346.171
1998-05-01 08:55:18,894005718,13,1425.034
1998-05-01 08:55:26,894005726,15,1369.713
1998-05-01 08:55:43,894005743,20,1413.674
1998-05-01 08:55:56,894005756,17,1507.595
1998-05-01 08:57:05,894005825,4,1274.194
1998-05-01 08:57:50,894005870,9,1341.363
1998-05-01 08:57:55,894005875,7,1431.089
1998-05-01 08:58:06,894005886,14,1353.754
1998-05-01 08:58:20,894005900,10,1280.392
1998-05-01 08:58:54,894005934,4,1285.779
1998-05-01 08:59:45,894005985,9,1346.02
1998-05-01 09:00:00,894006000,8,1306.596
1998-05-01 09:00:02,894006002,11,1453.687
1998-05-01 09:00:59,894006059,10,1929.201
1998-05-01 09:01:08,894006068,17,1465.3
1998-05-01 09:01:29,894006089,13,1427.886
1998-05-01 09:02:54,894006174,17,1405.093
1998-05-01 09:03:00,894006180,20,1464.539
1998-05-01 09:03:20,894006200,16,1457.282
1998-05-01 09:03:37,894006217,9,1369.676
1998-05-01 09:04:07,894006247,18,1459.319
1998-05-01 09:05:17,894006317,15,1520.899
1998-05-01 09:05:20,894006320,11,1354.299
1998-05-01 09:05:28,894006328,19,1310.019
1998-05-01 09:05:36,894006336,21,1342.378
1998-05-01 09:05:54,894006354,23,1365.21
1998-05-01 09:07:10,894006430,13,1489.838
1998-05-01 09:07:14,894006434,10,1492.559
1998-05-01 09:07:33,894006453,18,1490.561
1998-05-01 09:07:57,894006477,3,1353.781
1998-05-01 09:08:34,894006514,26,1523.45
1998-05-01 09:09:06,894006546,12,1281.843
1998-05-01 09:09:58,894006598,10,1536.95
1998-05-01 09:12:07,894006727,31,1338.163
1998-05-01 09:13:13,894006793,16,1608.894
1998-05-01 09:14:06,894006846,15,1480.32
1998-05-01 09:14:38,894006878,16,1446.258
1998-05-01 09:15:33,894006933,11,1289.738
1998-05-01 09:16:35,894006995,16,1501.804
1998-05-01 09:16:46,894007006,15,1302.023
1998-05-01 09:17:14,894007034,9,1299.583
1998-05-01 09:19:43,894007183,10,1311.186
1998-05-01 09:19:48,894007188,12,1514.703
1998-05-01 09:20:02,894007202,19,1452.825
1998-05-01 09:21:02,894007262,10,1435.349
1998-05-01 09:21:56,894007316,19,1526.401
1998-05-01 09:22:39,894007359,7,1290.033
1998-05-01 09:24:32,894007472,9,1533.287
1998-05-01 09:24:34,894007474,8,1562.644
1998-05-01 09:25:27,894007527,11,1526.915
1998-05-01 09:25:41,894007541,8,1511.926
1998-05-01 09:26:21,894007581,11,1473.445
1998-05-01 09:26:26,894007586,18,1329.064
1998-05-01 09:26:59,894007619,11,1309.78
1998-05-01 09:27:00,894007620,13,1532.533
1998-05-01 09:27:17,894007637,11,1434.89
1998-05-01 09:29:24,894007764,10,1736.641
1998-05-01 09:29:34,894007774,11,1325.355
1998-05-01 09:29:48,894007788,7,1299.977
1998-05-01 09:30:13,894007813,8,1254.208
1998-05-01 09:30:19,894007819,15,1012.459
1998-05-01 09:30:28,894007828,9,1327.574
1998-05-01 09:30:34,894007834,12,1382.807
1998-05-01 09:31:38,894007898,17,1497.873
1998-05-01 09:31:41,894007901,14,1964.246
1998-05-01 09:31:44,894007904,9,1954.807
1998-05-01 09:31:48,894007908,7,1987.525
1998-05-01 09:31:59,894007919,9,1286.508
1998-05-01 09:32:26,894007946,12,1436.654
1998-05-01 09:32:36,894007956,15,1458.531
1998-05-01 09:32:59,894007979,8,1425.043
1998-05-01 09:33:20,894008000,13,1967.975
1998-05-01 09:33:35,894008015,8,1278.361
1998-05-01 09:33:36,894008016,7,1442.61
1998-05-01 09:33:57,894008037,16,1416.784
1998-05-01 09:34:06,894008046,19,1441.722
1998-05-01 09:35:02,894008102,6,1971.877
1998-05-01 09:35:24,894008124,10,1417.634
1998-05-01 09:35:48,894008148,12,1308.38
1998-05-01 09:36:56,894008216,10,1440.187
1998-05-01 09:36:57,894008217,16,1721.495
1998-05-01 09:37:46,894008266,15,1453.016
1998-05-01 09:38:12,894008292,8,1452.915
1998-05-01 09:38:23,894008303,13,1293.307
1998-05-01 09:40:07,894008407,28,1295.008
1998-05-01 09:40:11,894008411,16,1550.494
1998-05-01 09:40:57,894008457,13,1456.977
1998-05-01 09:41:23,894008483,6,1275.106
1998-05-01 09:41:36,894008496,9,1281.012
1998-05-01 09:42:15,894008535,7,1277.297
1998-05-01 09:46:31,894008791,13,1701.792
1998-05-01 09:47:26,894008846,12,1468.029
1998-05-01 09:47:32,894008852,16,1453.671
1998-05-01 09:50:24,894009024,19,1321.62
1998-05-01 09:50:29,894009029,30,1348.29
1998-05-01 09:51:48,894009108,22,1338.856
1998-05-01 09:52:44,894009164,11,1440.691
1998-05-01 09:53:16,894009196,17,1459.258
1998-05-01 09:53:54,894009234,15,1285.484
1998-05-01 09:54:04,894009244,26,1496.917
1998-05-01 09:54:07,894009247,19,1282.277
1998-05-01 09:55:01,894009301,18,1463.335
1998-05-01 09:55:59,894009359,11,1378.895
1998-05-01 09:56:17,894009377,15,1310.446
1998-05-01 09:56:21,894009381,27,1434.66
1998-05-01 09:56:27,894009387,11,1285.138
1998-05-01 09:56:40,894009400,10,1414.341
1998-05-01 09:58:04,894009484,8,1437.877
1998-05-01 09:58:14,894009494,10,1335.609
1998-05-01 09:58:51,894009531,14,1497.381
1998-05-01 09:58:55,894009535,27,1459.43
1998-05-01 09:58:56,894009536,26,1468.394
1998-05-01 09:59:01,894009541,17,1362.486
1998-05-01 09:59:09,894009549,10,1734.981
1998-05-01 10:00:06,894009606,17,1422.091
1998-05-01 10:00:18,894009618,13,1398.732
1998-05-01 10:01:06,894009666,12,1447.536
1998-05-01 10:01:28,894009688,9,1306.593
1998-05-01 10:01:33,894009693,11,1341.398
1998-05-01 10:01:52,894009712,16,1851.778
1998-05-01 10:01:57,894009717,12,1296.768
1998-05-01 10:01:59,894009719,18,1538.666
1998-05-01 10:02:34,894009754,20,1476.372
1998-05-01 10:03:27,894009807,18,1328.045
1998-05-01 10:04:04,894009844,13,1313.523
1998-05-01 10:04:16,894009856,14,1404.596
1998-05-01 10:04:34,894009874,16,1345.283
1998-05-01 10:04:45,894009885,17,1276.524
1998-05-01 10:05:37,894009937,27,1469.368
1998-05-01 10:06:30,894009990,15,1594.506
1998-05-01 10:06:44,894010004,19,1313.145
1998-05-01 10:07:10,894010030,22,1335.758
1998-05-01 10:07:11,894010031,16,1359.861
1998-05-01 10:09:30,894010170,7,1280.072
1998-05-01 10:09:50,894010190,5,1294.396
1998-05-01 10:10:56,894010256,12,1691.275
1998-05-01 10:12:32,894010352,7,1333
1998-05-01 10:12:51,894010371,11,1415.913
1998-05-01 10:13:14,894010394,13,1314.059
1998-05-01 10:13:39,894010419,8,1340.11
1998-05-01 10:13:58,894010438,1,1379.378
1998-05-01 10:15:55,894010555,2,1286.954
1998-05-01 10:17:36,894010656,23,1475.212
1998-05-01 10:19:01,894010741,9,1321.492
1998-05-01 10:19:50,894010790,12,1288.585
1998-05-01 10:20:07,894010807,9,1322.169
1998-05-01 10:20:17,894010817,23,1534.419
1998-05-01 10:21:05,894010865,11,1303.759
1998-05-01 10:21:26,894010886,9,1280.677
1998-05-01 10:22:49,894010969,18,1543.409
1998-05-01 10:23:34,894011014,22,1729.533
1998-05-01 10:24:05,894011045,12,1298.11
1998-05-01 10:26:00,894011160,17,1452.019
1998-05-01 10:26:19,894011179,20,1439.842
1998-05-01 10:26:44,894011204,21,1374.567
1998-05-01 10:26:45,894011205,23,1382.515
1998-05-01 10:28:01,894011281,25,1323.403
1998-05-01 10:28:23,894011303,11,1283.581
1998-05-01 10:28:26,894011306,16,1378.574
1998-05-01 10:28:41,894011321,13,1296.967
1998-05-01 10:28:46,894011326,11,1303.307
1998-05-01 10:29:07,894011347,15,1325.937
1998-05-01 10:29:11,894011351,9,1400.956
1998-05-01 10:30:01,894011401,4,1948.141
1998-05-01 10:30:10,894011410,14,1453.533
1998-05-01 10:32:34,894011554,11,1419.807
1998-05-01 10:34:16,894011656,12,1378.445
1998-05-01 10:34:46,894011686,8,1500.932
1998-05-01 10:37:00,894011820,10,1428.354
1998-05-01 10:38:10,894011890,12,1378.267
1998-05-01 10:38:31,894011911,11,1488.878
1998-05-01 10:38:46,894011926,11,1447.129
1998-05-01 10:39:09,894011949,8,1426.825
1998-05-01 10:39:10,894011950,12,1307.903
1998-05-01 10:39:23,894011963,10,1347.432
1998-05-01 10:40:47,894012047,7,1434.997
1998-05-01 10:42:11,894012131,22,1361.393
1998-05-01 10:43:32,894012212,12,1443.275
1998-05-01 10:43:49,894012229,15,1508.312
1998-05-01 10:43:58,894012238,18,1787.43
1998-05-01 10:44:30,894012270,21,1510.08
1998-05-01 10:44:48,894012288,11,1422.485
1998-05-01 10:45:39,894012339,22,1259.83
1998-05-01 10:46:28,894012388,16,1439.732
1998-05-01 10:46:58,894012418,13,1458.825
1998-05-01 10:47:59,894012479,10,1295.529
1998-05-01 10:48:24,894012504,7,1238.356
1998-05-01 10:48:28,894012508,7,1307.67
1998-05-01 10:51:05,894012665,13,1296.819
1998-05-01 10:51:19,894012679,13,1289.336
1998-05-01 10:51:42,894012702,25,1291.772
1998-05-01 10:51:56,894012716,12,1341.444
1998-05-01 10:52:15,894012735,16,1394.026
1998-05-01 10:52:32,894012752,11,1421.786
1998-05-01 10:53:22,894012802,8,1449.718
1998-05-01 10:53:24,894012804,15,1318.395
1998-05-01 10:54:27,894012867,18,1514.285
1998-05-01 10:54:47,894012887,11,1322.497
1998-05-01 10:55:02,894012902,6,1429.932
1998-05-01 10:55:39,894012939,10,1321.23
1998-05-01 10:55:46,894012946,4,1276.223
1998-05-01 10:56:11,894012971,12,1300.028
1998-05-01 10:56:17,894012977,12,1921.296
1998-05-01 10:56:18,894012978,2,1419.58
1998-05-01 10:56:25,894012985,10,1468.816
1998-05-01 10:56:33,894012993,16,1305
1998-05-01 10:56:49,894013009,15,1713.236
1998-05-01 10:59:49,894013189,14,1507.483
1998-05-01 11:00:25,894013225,14,1374.974
1998-05-01 11:00:54,894013254,25,1745.78
1998-05-01 11:01:54,894013314,21,1322.464
1998-05-01 11:02:37,894013357,19,1341.107
1998-05-01 11:03:30,894013410,22,1319.459
1998-05-01 11:04:44,894013484,22,1508.764
1998-05-01 11:05:43,894013543,9,1469.472
1998-05-01 11:05:56,894013556,10,1312.102
1998-05-01 11:06:21,894013581,6,1957.577
1998-05-01 11:06:28,894013588,7,1294.643
1998-05-01 11:06:49,894013609,17,1500.091
1998-05-01 11:07:13,894013633,17,1370.071
1998-05-01 11:07:19,894013639,13,1357.586
1998-05-01 11:07:26,894013646,16,1551.748
1998-05-01 11:09:20,894013760,14,1300.787
1998-05-01 11:11:49,894013909,15,1438.041
1998-05-01 11:12:08,894013928,21,1297.473
1998-05-01 11:12:18,894013938,14,1341.668
1998-05-01 11:12:41,894013961,17,1405.297
1998-05-01 11:13:03,894013983,14,1715.362
1998-05-01 11:13:17,894013997,14,1445.276
1998-05-01 11:15:14,894014114,9,1283.71
1998-05-01 11:15:25,894014125,8,1440.888
1998-05-01 11:17:18,894014238,15,1309.805
1998-05-01 11:18:21,894014301,11,1322.374
1998-05-01 11:18:48,894014328,27,1465.069
1998-05-01 11:19:38,894014378,17,1366.483
1998-05-01 11:21:12,894014472,16,1911.724
1998-05-01 11:21:28,894014488,5,1454.837
1998-05-01 11:21:34,894014494,10,1301.092
1998-05-01 11:21:37,894014497,17,1516.245
1998-05-01 11:22:36,894014556,8,1514.25
1998-05-01 11:23:55,894014635,11,1953.74
1998-05-01 11:24:29,894014669,18,1308.499
1998-05-01 11:25:26,894014726,20,1345.427
1998-05-01 11:25:29,894014729,11,1443.472
1998-05-01 11:25:52,894014752,20,1480.684
1998-05-01 11:27:50,894014870,13,1309.382
1998-05-01 11:27:51,894014871,10,1330.911
1998-05-01 11:28:36,894014916,12,1368.643
1998-05-01 11:28:46,894014926,14,1495.144
1998-05-01 11:29:36,894014976,17,1331.224
1998-05-01 11:29:52,894014992,10,1283.883
1998-05-01 11:30:51,894015051,10,1702.911
1998-05-01 11:32:05,894015125,19,1531.959
1998-05-01 11:32:17,894015137,5,1422.524
1998-05-01 11:32:18,894015138,9,1444.879
1998-05-01 11:32:42,894015162,19,1319.663
1998-05-01 11:32:45,894015165,26,1389.497
1998-05-01 11:32:59,894015179,8,1426.375
1998-05-01 11:33:21,894015201,11,1438.51
1998-05-01 11:34:02,894015242,11,1298.736
1998-05-01 11:36:16,894015376,15,1436.549
1998-05-01 11:37:31,894015451,17,1532.161
1998-05-01 11:37:54,894015474,14,1895.705
1998-05-01 11:38:51,894015531,21,1334.472
1998-05-01 11:38:57,894015537,12,1303.374
1998-05-01 11:39:25,894015565,20,1381.874
1998-05-01 11:40:04,894015604,10,1505.375
1998-05-01 11:40:15,894015615,7,1399.571
1998-05-01 11:40:52,894015652,17,1442.512
1998-05-01 11:40:58,894015658,15,1390.673
1998-05-01 11:41:44,894015704,13,1303.47
1998-05-01 11:41:49,894015709,13,1429.093
1998-05-01 11:41:56,894015716,11,1326.07
1998-05-01 11:42:01,894015721,15,1712.627
1998-05-01 11:43:31,894015811,24,1969.359
1998-05-01 11:44:00,894015840,26,1330.763
1998-05-01 11:44:04,894015844,26,1828.856
1998-05-01 11:44:06,894015846,16,1289.961
1998-05-01 11:44:09,894015849,9,1229.285
1998-05-01 11:44:11,894015851,11,1337.992
1998-05-01 11:44:26,894015866,18,1303.166
1998-05-01 11:44:39,894015879,23,1468.349
1998-05-01 11:44:51,894015891,17,1681.483
1998-05-01 11:45:19,894015919,17,1478.399
1998-05-01 11:46:10,894015970,13,1473.006
1998-05-01 11:46:42,894016002,7,1525.903
1998-05-01 11:48:18,894016098,9,1520.731
1998-05-01 11:49:16,894016156,9,1284.93
1998-05-01 11:50:30,894016230,13,1345.453
1998-05-01 11:50:41,894016241,11,1335.861
1998-05-01 11:50:46,894016246,13,1276.932
1998-05-01 11:51:06,894016266,12,1432.016
1998-05-01 11:52:00,894016320,7,1401.44
1998-05-01 11:52:38,894016358,19,1529.119
1998-05-01 11:52:58,894016378,11,1271.067
1998-05-01 11:53:11,894016391,8,1288.059
1998-05-01 11:54:32,894016472,12,1257.539
1998-05-01 11:54:44,894016484,23,1296.404
1998-05-01 11:55:46,894016546,17,1460.375
1998-05-01 11:56:13,894016573,23,1735.903
1998-05-01 11:57:44,894016664,10,1706.63
1998-05-01 11:58:34,894016714,11,1426.822
1998-05-01 11:58:47,894016727,15,1500.946
1998-05-01 12:00:00,894016800,19,1355.623
1998-05-01 12:01:47,894016907,22,1722.149
1998-05-01 12:02:02,894016922,17,1308.995
1998-05-01 12:02:43,894016963,4,1275.81
1998-05-01 12:03:49,894017029,17,1347.088
1998-05-01 12:05:00,894017100,21,1529.408
1998-05-01 12:05:37,894017137,13,1327.601
1998-05-01 12:06:01,894017161,21,1305.17
1998-05-01 12:06:14,894017174,12,1439.259
1998-05-01 12:07:02,894017222,10,1281.522
1998-05-01 12:07:26,894017246,10,1341.34
1998-05-01 12:07:36,894017256,11,1442.887
1998-05-01 12:08:12,894017292,20,1302.435
1998-05-01 12:08:57,894017337,15,1332.524
1998-05-01 12:08:58,894017338,22,1348.066
1998-05-01 12:09:18,894017358,13,1520.664
1998-05-01 12:09:32,894017372,26,1459.568
1998-05-01 12:09:41,894017381,27,1537.203
1998-05-01 12:10:40,894017440,11,1330.455
1998-05-01 12:10:54,894017454,22,1477.147
1998-05-01 12:11:31,894017491,12,1477.905
1998-05-01 12:11:37,894017497,39,1357.882
1998-05-01 12:12:05,894017525,25,1318.784
1998-05-01 12:12:19,894017539,19,1332.442
1998-05-01 12:13:37,894017617,16,1464.256
1998-05-01 12:14:34,894017674,12,1481.773
1998-05-01 12:15:41,894017741,16,1752.25
1998-05-01 12:15:45,894017745,21,1727.483
1998-05-01 12:16:01,894017761,12,1436.246
1998-05-01 12:16:03,894017763,17,1445.48
1998-05-01 12:16:21,894017781,15,1310.994
1998-05-01 12:16:24,894017784,18,1510.081
1998-05-01 12:16:52,894017812,12,1471.939
1998-05-01 12:17:05,894017825,14,1352.329
1998-05-01 12:18:10,894017890,15,1523.127
1998-05-01 12:19:13,894017953,18,1384.59
1998-05-01 12:19:21,894017961,13,1440.348
1998-05-01 12:19:26,894017966,18,1118.015
1998-05-01 12:20:11,894018011,19,1268.667
1998-05-01 12:22:28,894018148,10,1440.562
1998-05-01 12:23:16,894018196,22,1263.493
1998-05-01 12:24:16,894018256,24,1378.345
1998-05-01 12:24:44,894018284,25,1351.867
1998-05-01 12:25:28,894018328,13,1315.865
1998-05-01 12:26:35,894018395,13,1433.447
1998-05-01 12:27:07,894018427,8,1309.978
1998-05-01 12:27:16,894018436,12,1412.491
1998-05-01 12:27:31,894018451,17,1307.809
1998-05-01 12:28:34,894018514,16,1289.556
1998-05-01 12:29:18,894018558,16,1391.522
1998-05-01 12:29:31,894018571,21,1284.443
1998-05-01 12:31:39,894018699,10,1446.935
1998-05-01 12:31:44,894018704,18,1390.232
1998-05-01 12:32:32,894018752,22,1340.386
1998-05-01 12:32:48,894018768,15,1459.473
1998-05-01 12:33:50,894018830,30,1500.121
1998-05-01 12:33:57,894018837,11,1460.839
1998-05-01 12:34:42,894018882,22,1478.835
1998-05-01 12:35:30,894018930,17,1508.567
1998-05-01 12:36:05,894018965,21,1417.017
1998-05-01 12:36:50,894019010,24,1964.229
1998-05-01 12:37:01,894019021,25,1406.181
1998-05-01 12:37:57,894019077,20,1584.435
1998-05-01 12:37:58,894019078,23,1560.666
1998-05-01 12:38:56,894019136,23,1353.683
1998-05-01 12:38:58,894019138,28,1416.223
1998-05-01 12:39:08,894019148,17,1299.346
1998-05-01 12:39:10,894019150,18,1549.644
1998-05-01 12:39:16,894019156,23,1452.373
1998-05-01 12:40:50,894019250,8,1430.092
1998-05-01 12:40:57,894019257,33,1375.09
1998-05-01 12:41:49,894019309,24,1300.778
1998-05-01 12:42:24,894019344,16,1378.247
1998-05-01 12:42:56,894019376,14,1559.216
1998-05-01 12:43:16,894019396,31,1537.012
1998-05-01 12:43:34,894019414,20,1304.923
1998-05-01 12:44:52,894019492,26,1509.735
1998-05-01 12:45:22,894019522,9,1285.073
1998-05-01 12:45:23,894019523,19,1453.423
1998-05-01 12:45:24,894019524,12,1436.307
1998-05-01 12:45:26,894019526,15,1504.437
1998-05-01 12:45:55,894019555,12,1303.64
1998-05-01 12:46:07,894019567,13,1320.217
1998-05-01 12:46:10,894019570,9,1978.857
1998-05-01 12:46:21,894019581,12,1458.525
1998-05-01 12:46:32,894019592,17,1371.203
1998-05-01 12:47:05,894019625,19,1427.632
1998-05-01 12:47:34,894019654,20,1508.295
1998-05-01 12:50:15,894019815,32,1338.991
1998-05-01 12:50:40,894019840,10,1296.041
1998-05-01 12:50:51,894019851,22,1311.025
1998-05-01 12:51:14,894019874,17,1301.22
1998-05-01 12:51:32,894019892,27,1498.645
1998-05-01 12:51:48,894019908,15,1488.1
1998-05-01 12:52:02,894019922,38,1379.169
1998-05-01 12:52:08,894019928,13,1344.891
1998-05-01 12:52:57,894019977,9,1360.24
1998-05-01 12:53:24,894020004,12,1520.41
1998-05-01 12:54:54,894020094,18,1291.707
1998-05-01 12:55:35,894020135,11,1283.787
1998-05-01 12:55:44,894020144,18,1461
1998-05-01 12:56:40,894020200,17,1480.464
1998-05-01 12:57:05,894020225,18,1324.429
1998-05-01 12:57:08,894020228,18,1312.51
1998-05-01 12:57:38,894020258,31,1340.836
1998-05-01 12:57:48,894020268,20,1442.065
1998-05-01 12:58:21,894020301,14,1285.112
1998-05-01 12:58:29,894020309,22,1470.737
1998-05-01 12:58:53,894020333,26,1459.954
1998-05-01 12:59:36,894020376,16,1433.833
1998-05-01 13:00:08,894020408,19,1451.698
1998-05-01 13:00:31,894020431,13,1442.804
1998-05-01 13:01:45,894020505,20,1423.523
1998-05-01 13:01:51,894020511,13,1352.282
1998-05-01 13:02:34,894020554,19,1436.247
1998-05-01 13:02:43,894020563,22,1532.074
1998-05-01 13:03:19,894020599,14,1407.947
1998-05-01 13:03:33,894020613,27,1301.156
1998-05-01 13:04:37,894020677,15,1319.59
1998-05-01 13:04:38,894020678,19,1463.865
1998-05-01 13:05:12,894020712,15,1457.894
1998-05-01 13:05:17,894020717,14,1300.088
1998-05-01 13:05:30,894020730,15,1343.236
1998-05-01 13:05:49,894020749,20,1497.362
1998-05-01 13:05:50,894020750,23,1322.646
1998-05-01 13:06:09,894020769,13,1243.247
1998-05-01 13:06:10,894020770,31,1575.013
1998-05-01 13:06:32,894020792,21,1436.19
1998-05-01 13:08:14,894020894,20,1287.246
1998-05-01 13:08:22,894020902,20,1341.854
1998-05-01 13:08:44,894020924,5,1282.846
1998-05-01 13:09:08,894020948,15,1311.996
